./train_v1.py --exp_suffix fc-cd-vae-1e-5 --data_dir ../../data/PartNetShapeData-Chair/train --val_data_dir ../../data/PartNetShapeData-Chair/val --num_point 2048 --decoder_type fc --loss_type cd --model_version model_v1 --kldiv_loss_weight 1e-5 --probabilistic --overwrite

Random Seed: 3124256514
Using device: cuda:0

[PartNetPartDataset 4489] data_dir: ../../data/PartNetShapeData-Chair/train, num_point: 2048
[PartNetPartDataset 617] data_dir: ../../data/PartNetShapeData-Chair/val, num_point: 2048
Using FCDecoder-NoBN!

Network(
  (encoder): PointNet(
    (conv1): Conv1d(3, 64, kernel_size=(1,), stride=(1,))
    (conv2): Conv1d(64, 128, kernel_size=(1,), stride=(1,))
    (conv3): Conv1d(128, 256, kernel_size=(1,), stride=(1,))
    (conv4): Conv1d(256, 1024, kernel_size=(1,), stride=(1,))
    (bn1): BatchNorm1d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn2): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn3): BatchNorm1d(256, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (bn4): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (fc1): Linear(in_features=1024, out_features=1024, bias=True)
    (bn5): BatchNorm1d(1024, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
    (fc2): Linear(in_features=1024, out_features=128, bias=True)
    (bn6): BatchNorm1d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  )
  (sample_encoder): Sampler(
    (mlp1): Linear(in_features=128, out_features=256, bias=True)
    (mlp2mu): Linear(in_features=256, out_features=128, bias=True)
    (mlp2var): Linear(in_features=256, out_features=128, bias=True)
  )
  (sample_decoder): SampleDecoder(
    (mlp1): Linear(in_features=128, out_features=256, bias=True)
    (mlp2): Linear(in_features=256, out_features=128, bias=True)
  )
  (decoder): FCDecoder(
    (mlp1): Linear(in_features=128, out_features=1024, bias=True)
    (mlp2): Linear(in_features=1024, out_features=1024, bias=True)
    (mlp3): Linear(in_features=1024, out_features=6144, bias=True)
  )
)

training run exp-model_v1-fc-cd-vae-1e-5
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    CDLoss    KLDivLoss   TotalLoss
 00:01:35     2/1000     val         2/19          0.2%      1.00E-03    0.00966  28.29772   0.00995
 00:01:36     2/1000    train       20/140         0.2%      1.00E-03    0.00965  22.64947   0.00987
 00:01:40     2/1000     val         4/19          0.2%      1.00E-03    0.01009  20.46313   0.01030
 00:01:40     2/1000    train       30/140         0.2%      1.00E-03    0.01215  24.24846   0.01239
 00:01:41     2/1000    train       40/140         0.2%      1.00E-03    0.00900  24.75286   0.00925
 00:01:43     2/1000     val         6/19          0.2%      1.00E-03    0.01002  12.71069   0.01015
 00:01:44     2/1000    train       50/140         0.2%      1.00E-03    0.00960  25.68310   0.00985
 00:01:47     2/1000     val         8/19          0.2%      1.00E-03    0.00948  30.42135   0.00978
 00:01:47     2/1000    train       60/140         0.2%      1.00E-03    0.00787  25.69372   0.00813
 00:01:49     2/1000    train       70/140         0.3%      1.00E-03    0.00889  22.41428   0.00911
 00:01:51     2/1000     val        10/19          0.3%      1.00E-03    0.01073  36.06926   0.01109
 00:01:51     2/1000    train       80/140         0.3%      1.00E-03    0.01056  23.31648   0.01079
 00:01:55     2/1000     val        12/19          0.3%      1.00E-03    0.01168  31.29069   0.01199
 00:01:55     2/1000    train       90/140         0.3%      1.00E-03    0.00999  23.71813   0.01023
 00:01:57     2/1000    train      100/140         0.3%      1.00E-03    0.01013  30.26617   0.01043
 00:01:59     2/1000     val        14/19          0.3%      1.00E-03    0.00876  28.04112   0.00904
 00:01:59     2/1000    train      110/140         0.3%      1.00E-03    0.00926  26.58665   0.00953
 00:02:03     2/1000     val        16/19          0.3%      1.00E-03    0.01037  17.09807   0.01054
 00:02:03     2/1000    train      120/140         0.3%      1.00E-03    0.00994  24.52105   0.01019
 00:02:05     2/1000    train      130/140         0.3%      1.00E-03    0.00952  25.74044   0.00978
 00:02:06     2/1000     val        18/19          0.3%      1.00E-03    0.00946  36.16695   0.00982
training run exp-model_v1-fc-cd-vae-1e-5
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    CDLoss    KLDivLoss   TotalLoss
 00:02:08     3/1000    train        0/140         0.3%      1.00E-03    0.00911  30.58628   0.00941
 00:02:10     3/1000     val         1/19          0.3%      1.00E-03    0.01088  28.93743   0.01117
 00:02:11     3/1000    train       10/140         0.3%      1.00E-03    0.01135  20.83617   0.01156
 00:02:13     3/1000    train       20/140         0.3%      1.00E-03    0.01089  27.26369   0.01116
 00:02:15     3/1000     val         3/19          0.3%      1.00E-03    0.01027  44.81421   0.01072
 00:02:17     3/1000    train       30/140         0.3%      1.00E-03    0.01007  24.75122   0.01032
 00:02:18     3/1000     val         5/19          0.3%      1.00E-03    0.00954  21.86745   0.00976
 00:02:18     3/1000    train       40/140         0.3%      1.00E-03    0.01074  25.80015   0.01100
 00:02:21     3/1000    train       50/140         0.3%      1.00E-03    0.00894  28.82314   0.00923
 00:02:22     3/1000     val         7/19          0.3%      1.00E-03    0.01028  38.22178   0.01066
 00:02:24     3/1000    train       60/140         0.3%      1.00E-03    0.00963  26.28810   0.00989
 00:02:26     3/1000     val         9/19          0.4%      1.00E-03    0.00972  24.70562   0.00996
 00:02:26     3/1000    train       70/140         0.4%      1.00E-03    0.01034  28.43355   0.01062
 00:02:28     3/1000    train       80/140         0.4%      1.00E-03    0.00848  26.43139   0.00874
 00:02:30     3/1000     val        11/19          0.4%      1.00E-03    0.01277  36.51084   0.01313
 00:02:32     3/1000    train       90/140         0.4%      1.00E-03    0.00810  25.31161   0.00835
 00:02:34     3/1000     val        13/19          0.4%      1.00E-03    0.01146  28.10738   0.01174
 00:02:34     3/1000    train      100/140         0.4%      1.00E-03    0.00906  26.93997   0.00933
 00:02:36     3/1000    train      110/140         0.4%      1.00E-03    0.00997  25.80612   0.01022
 00:02:38     3/1000     val        15/19          0.4%      1.00E-03    0.01255  47.25758   0.01303
 00:02:40     3/1000    train      120/140         0.4%      1.00E-03    0.01045  27.88466   0.01073
 00:02:41     3/1000     val        17/19          0.4%      1.00E-03    0.00773  17.81121   0.00791
 00:02:42     3/1000    train      130/140         0.4%      1.00E-03    0.00956  26.68832   0.00983
training run exp-model_v1-fc-cd-vae-1e-5
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    CDLoss    KLDivLoss   TotalLoss
 00:02:45     4/1000    train        0/140         0.4%      1.00E-03    0.00873  26.54122   0.00900
 00:02:46     4/1000     val         0/19          0.4%      1.00E-03    0.01073  31.57530   0.01104
 00:02:48     4/1000    train       10/140         0.4%      1.00E-03    0.00855  26.87720   0.00882
 00:02:50     4/1000     val         2/19          0.4%      1.00E-03    0.00842  20.64409   0.00862
 00:02:50     4/1000    train       20/140         0.4%      1.00E-03    0.00811  25.32157   0.00836
 00:02:54     4/1000     val         4/19          0.4%      1.00E-03    0.01066  32.13400   0.01098
 00:02:54     4/1000    train       30/140         0.4%      1.00E-03    0.00970  25.91894   0.00996
 00:02:56     4/1000    train       40/140         0.4%      1.00E-03    0.00883  25.88517   0.00909
 00:02:58     4/1000     val         6/19          0.4%      1.00E-03    0.01087  23.46298   0.01111
 00:02:58     4/1000    train       50/140         0.4%      1.00E-03    0.00906  29.84524   0.00936
 00:03:01     4/1000     val         8/19          0.4%      1.00E-03    0.01188  46.05679   0.01234
 00:03:01     4/1000    train       60/140         0.4%      1.00E-03    0.00991  32.91033   0.01024
 00:03:03     4/1000    train       70/140         0.5%      1.00E-03    0.00898  27.92726   0.00926
 00:03:04     4/1000     val        10/19          0.5%      1.00E-03    0.00905  26.85930   0.00932
 00:03:06     4/1000    train       80/140         0.5%      1.00E-03    0.00960  28.71233   0.00989
 00:03:09     4/1000     val        12/19          0.5%      1.00E-03    0.01135  42.70602   0.01177
 00:03:09     4/1000    train       90/140         0.5%      1.00E-03    0.00945  26.34041   0.00971
 00:03:11     4/1000    train      100/140         0.5%      1.00E-03    0.01022  27.49572   0.01050
 00:03:12     4/1000     val        14/19          0.5%      1.00E-03    0.00996  25.96675   0.01022
 00:03:13     4/1000    train      110/140         0.5%      1.00E-03    0.00945  28.71245   0.00973
 00:03:17     4/1000     val        16/19          0.5%      1.00E-03    0.01110  16.82339   0.01127
 00:03:17     4/1000    train      120/140         0.5%      1.00E-03    0.00886  30.01088   0.00916
 00:03:19     4/1000    train      130/140         0.5%      1.00E-03    0.00915  28.09001   0.00943
 00:03:20     4/1000     val        18/19          0.5%      1.00E-03    0.00931  44.50844   0.00975
training run exp-model_v1-fc-cd-vae-1e-5
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    CDLoss    KLDivLoss   TotalLoss
 00:03:21     5/1000    train        0/140         0.5%      1.00E-03    0.00906  29.49689   0.00936
 00:03:25     5/1000     val         1/19          0.5%      1.00E-03    0.00981  35.05657   0.01016
 00:03:25     5/1000    train       10/140         0.5%      1.00E-03    0.00950  28.29948   0.00978
 00:03:27     5/1000    train       20/140         0.5%      1.00E-03    0.01030  28.04970   0.01058
 00:03:28     5/1000     val         3/19          0.5%      1.00E-03    0.00990  40.57696   0.01031
 00:03:31     5/1000    train       30/140         0.5%      1.00E-03    0.00856  28.64761   0.00885
 00:03:32     5/1000     val         5/19          0.5%      1.00E-03    0.01066  28.86905   0.01095
 00:03:32     5/1000    train       40/140         0.5%      1.00E-03    0.00918  32.29812   0.00951
 00:03:34     5/1000    train       50/140         0.5%      1.00E-03    0.00798  28.89984   0.00826
 00:03:36     5/1000     val         7/19          0.5%      1.00E-03    0.01306  25.46534   0.01332
 00:03:37     5/1000    train       60/140         0.5%      1.00E-03    0.00943  28.84575   0.00972
 00:03:40     5/1000     val         9/19          0.6%      1.00E-03    0.00929  20.32180   0.00950
 00:03:40     5/1000    train       70/140         0.6%      1.00E-03    0.00830  31.26282   0.00861
 00:03:42     5/1000    train       80/140         0.6%      1.00E-03    0.00718  32.75201   0.00751
 00:03:44     5/1000     val        11/19          0.6%      1.00E-03    0.00818  33.44579   0.00852
 00:03:46     5/1000    train       90/140         0.6%      1.00E-03    0.00745  30.40713   0.00776
 00:03:47     5/1000     val        13/19          0.6%      1.00E-03    0.00902  26.12349   0.00928
 00:03:47     5/1000    train      100/140         0.6%      1.00E-03    0.00766  31.80510   0.00798
 00:03:50     5/1000    train      110/140         0.6%      1.00E-03    0.00881  30.50673   0.00911
 00:03:51     5/1000     val        15/19          0.6%      1.00E-03    0.00871  38.22102   0.00909
 00:03:53     5/1000    train      120/140         0.6%      1.00E-03    0.00707  33.10545   0.00740
 00:03:55     5/1000     val        17/19          0.6%      1.00E-03    0.00762  34.41747   0.00796
 00:03:55     5/1000    train      130/140         0.6%      1.00E-03    0.00791  30.67624   0.00822
training run exp-model_v1-fc-cd-vae-1e-5
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    CDLoss    KLDivLoss   TotalLoss
 00:03:59     6/1000    train        0/140         0.6%      1.00E-03    0.01029  28.37170   0.01057
 00:04:00     6/1000     val         0/19          0.6%      1.00E-03    0.00931  30.79478   0.00962
 00:04:03     6/1000    train       10/140         0.6%      1.00E-03    0.00909  35.60203   0.00944
 00:04:04     6/1000     val         2/19          0.6%      1.00E-03    0.00919  43.97475   0.00963
 00:04:05     6/1000    train       20/140         0.6%      1.00E-03    0.00928  36.89159   0.00965
 00:04:09     6/1000     val         4/19          0.6%      1.00E-03    0.00859  31.24055   0.00890
 00:04:09     6/1000    train       30/140         0.6%      1.00E-03    0.00602  36.39837   0.00638
 00:04:11     6/1000    train       40/140         0.6%      1.00E-03    0.00750  34.03473   0.00784
 00:04:13     6/1000     val         6/19          0.6%      1.00E-03    0.00809  20.93610   0.00830
 00:04:13     6/1000    train       50/140         0.6%      1.00E-03    0.00671  34.96358   0.00706
 00:04:17     6/1000     val         8/19          0.6%      1.00E-03    0.00881  36.39503   0.00917
 00:04:17     6/1000    train       60/140         0.6%      1.00E-03    0.01166  32.36232   0.01198
 00:04:18     6/1000    train       70/140         0.7%      1.00E-03    0.00763  31.77924   0.00795
 00:04:21     6/1000     val        10/19          0.7%      1.00E-03    0.01276  64.21587   0.01341
 00:04:21     6/1000    train       80/140         0.7%      1.00E-03    0.00881  36.69853   0.00918
 00:04:25     6/1000     val        12/19          0.7%      1.00E-03    0.01063  34.01492   0.01097
 00:04:25     6/1000    train       90/140         0.7%      1.00E-03    0.00753  35.89652   0.00789
 00:04:27     6/1000    train      100/140         0.7%      1.00E-03    0.00879  34.05367   0.00913
 00:04:29     6/1000     val        14/19          0.7%      1.00E-03    0.00967  27.84669   0.00995
 00:04:30     6/1000    train      110/140         0.7%      1.00E-03    0.00874  33.08693   0.00908
 00:04:33     6/1000     val        16/19          0.7%      1.00E-03    0.01064  19.89619   0.01084
 00:04:33     6/1000    train      120/140         0.7%      1.00E-03    0.00772  31.98206   0.00803
 00:04:35     6/1000    train      130/140         0.7%      1.00E-03    0.00827  33.32192   0.00860
 00:04:37     6/1000     val        18/19          0.7%      1.00E-03    0.00851  27.80910   0.00879
training run exp-model_v1-fc-cd-vae-1e-5
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    CDLoss    KLDivLoss   TotalLoss
 00:04:38     7/1000    train        0/140         0.7%      1.00E-03    0.00982  34.37631   0.01017
 00:04:41     7/1000     val         1/19          0.7%      1.00E-03    0.01194  42.10838   0.01236
 00:04:41     7/1000    train       10/140         0.7%      1.00E-03    0.00818  35.68884   0.00854
 00:04:43     7/1000    train       20/140         0.7%      1.00E-03    0.00737  34.12078   0.00771
 00:04:45     7/1000     val         3/19          0.7%      1.00E-03    0.01359  84.13545   0.01444
 00:04:47     7/1000    train       30/140         0.7%      1.00E-03    0.00768  34.86648   0.00803
 00:04:49     7/1000     val         5/19          0.7%      1.00E-03    0.00892  34.78775   0.00927
 00:04:49     7/1000    train       40/140         0.7%      1.00E-03    0.00874  35.84652   0.00909
 00:04:51     7/1000    train       50/140         0.7%      1.00E-03    0.00810  31.47623   0.00841
 00:04:53     7/1000     val         7/19          0.7%      1.00E-03    0.01019  45.41547   0.01064
 00:04:55     7/1000    train       60/140         0.7%      1.00E-03    0.01057  35.62223   0.01092
 00:04:57     7/1000     val         9/19          0.8%      1.00E-03    0.00848  31.24772   0.00879
 00:04:57     7/1000    train       70/140         0.8%      1.00E-03    0.01041  32.35435   0.01074
 00:04:59     7/1000    train       80/140         0.8%      1.00E-03    0.00838  33.68227   0.00872
 00:05:00     7/1000     val        11/19          0.8%      1.00E-03    0.00810  35.13716   0.00846
 00:05:02     7/1000    train       90/140         0.8%      1.00E-03    0.00771  34.70396   0.00806
 00:05:04     7/1000     val        13/19          0.8%      1.00E-03    0.00883  45.07343   0.00928
 00:05:04     7/1000    train      100/140         0.8%      1.00E-03    0.00802  33.90948   0.00836
 00:05:06     7/1000    train      110/140         0.8%      1.00E-03    0.00779  35.74230   0.00815
 00:05:08     7/1000     val        15/19          0.8%      1.00E-03    0.00943  43.19566   0.00986
 00:05:10     7/1000    train      120/140         0.8%      1.00E-03    0.00728  33.88311   0.00761
 00:05:12     7/1000     val        17/19          0.8%      1.00E-03    0.00885  35.86967   0.00920
 00:05:12     7/1000    train      130/140         0.8%      1.00E-03    0.00655  33.00085   0.00688
training run exp-model_v1-fc-cd-vae-1e-5
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    CDLoss    KLDivLoss   TotalLoss
 00:05:15     8/1000    train        0/140         0.8%      1.00E-03    0.00829  34.40627   0.00863
 00:05:16     8/1000     val         0/19          0.8%      1.00E-03    0.00868  38.91737   0.00907
 00:05:19     8/1000    train       10/140         0.8%      1.00E-03    0.00713  34.22673   0.00747
 00:05:20     8/1000     val         2/19          0.8%      1.00E-03    0.00989  54.86246   0.01044
 00:05:21     8/1000    train       20/140         0.8%      1.00E-03    0.00685  33.49838   0.00718
 00:05:24     8/1000     val         4/19          0.8%      1.00E-03    0.00783  43.24458   0.00826
 00:05:24     8/1000    train       30/140         0.8%      1.00E-03    0.00878  33.75895   0.00912
 00:05:26     8/1000    train       40/140         0.8%      1.00E-03    0.00885  35.89868   0.00921
 00:05:28     8/1000     val         6/19          0.8%      1.00E-03    0.00852  26.56963   0.00878
 00:05:29     8/1000    train       50/140         0.8%      1.00E-03    0.00730  35.79408   0.00766
 00:05:32     8/1000     val         8/19          0.8%      1.00E-03    0.00852  47.78954   0.00900
 00:05:32     8/1000    train       60/140         0.8%      1.00E-03    0.00900  36.31462   0.00936
 00:05:34     8/1000    train       70/140         0.9%      1.00E-03    0.00688  38.47363   0.00726
 00:05:36     8/1000     val        10/19          0.9%      1.00E-03    0.00919  29.37431   0.00948
 00:05:37     8/1000    train       80/140         0.9%      1.00E-03    0.00854  36.72934   0.00890
 00:05:40     8/1000     val        12/19          0.9%      1.00E-03    0.01408  45.99048   0.01454
 00:05:40     8/1000    train       90/140         0.9%      1.00E-03    0.00767  33.67156   0.00801
 00:05:42     8/1000    train      100/140         0.9%      1.00E-03    0.00788  36.71936   0.00824
 00:05:44     8/1000     val        14/19          0.9%      1.00E-03    0.01170  48.99532   0.01219
 00:05:44     8/1000    train      110/140         0.9%      1.00E-03    0.01042  35.91872   0.01078
 00:05:48     8/1000     val        16/19          0.9%      1.00E-03    0.01345  55.20772   0.01401
 00:05:48     8/1000    train      120/140         0.9%      1.00E-03    0.00840  34.59935   0.00875
 00:05:50     8/1000    train      130/140         0.9%      1.00E-03    0.00807  33.09315   0.00840
 00:05:51     8/1000     val        18/19          0.9%      1.00E-03    0.00943  29.20768   0.00972
training run exp-model_v1-fc-cd-vae-1e-5
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    CDLoss    KLDivLoss   TotalLoss
 00:05:53     9/1000    train        0/140         0.9%      1.00E-03    0.00867  36.22837   0.00904
 00:05:56     9/1000     val         1/19          0.9%      1.00E-03    0.00978  23.23681   0.01001
 00:05:56     9/1000    train       10/140         0.9%      1.00E-03    0.00804  33.24566   0.00837
 00:05:58     9/1000    train       20/140         0.9%      1.00E-03    0.00694  35.14730   0.00729
 00:06:00     9/1000     val         3/19          0.9%      1.00E-03    0.00889  42.80658   0.00932
 00:06:01     9/1000    train       30/140         0.9%      1.00E-03    0.00728  37.33598   0.00765
 00:06:04     9/1000     val         5/19          0.9%      1.00E-03    0.00905  45.69714   0.00951
 00:06:04     9/1000    train       40/140         0.9%      1.00E-03    0.00662  35.21050   0.00698
 00:06:06     9/1000    train       50/140         0.9%      1.00E-03    0.00700  35.01460   0.00735
 00:06:07     9/1000     val         7/19          0.9%      1.00E-03    0.01096  29.80025   0.01125
 00:06:09     9/1000    train       60/140         0.9%      1.00E-03    0.00867  36.66383   0.00904
 00:06:11     9/1000     val         9/19          1.0%      1.00E-03    0.01066  48.54281   0.01115
 00:06:11     9/1000    train       70/140         1.0%      1.00E-03    0.00739  33.03796   0.00772
 00:06:13     9/1000    train       80/140         1.0%      1.00E-03    0.00833  36.66619   0.00870
 00:06:15     9/1000     val        11/19          1.0%      1.00E-03    0.00820  35.47667   0.00856
 00:06:16     9/1000    train       90/140         1.0%      1.00E-03    0.00605  30.80159   0.00635
 00:06:19     9/1000     val        13/19          1.0%      1.00E-03    0.00787  41.66340   0.00829
 00:06:19     9/1000    train      100/140         1.0%      1.00E-03    0.00710  35.01079   0.00745
 00:06:21     9/1000    train      110/140         1.0%      1.00E-03    0.00721  32.58712   0.00754
 00:06:23     9/1000     val        15/19          1.0%      1.00E-03    0.00980  55.53253   0.01036
 00:06:24     9/1000    train      120/140         1.0%      1.00E-03    0.00823  32.69891   0.00855
 00:06:26     9/1000     val        17/19          1.0%      1.00E-03    0.00618  16.34031   0.00634
 00:06:26     9/1000    train      130/140         1.0%      1.00E-03    0.00902  32.68312   0.00935
training run exp-model_v1-fc-cd-vae-1e-5
     Time    Epoch     Dataset    Iteration    Progress(%)       LR    CDLoss    KLDivLoss   TotalLoss
 00:06:30    10/1000    train        0/140         1.0%      1.00E-03    0.00740  31.64391   0.00772
 00:06:31    10/1000     val         0/19          1.0%      1.00E-03    0.01102  54.54932   0.01156
Visualizing ...
Generating html visualization ...
DONE
 00:06:41    10/1000    train       10/140         1.0%      1.00E-03    0.00723  31.31459   0.00754
 00:06:43    10/1000     val         2/19          1.0%      1.00E-03    0.01427  51.95423   0.01479
 00:06:44    10/1000    train       20/140         1.0%      1.00E-03    0.00843  34.93382   0.00878
 00:06:47    10/1000     val         4/19          1.0%      1.00E-03    0.01399  31.75508   0.01430
 00:06:47    10/1000    train       30/140         1.0%      1.00E-03    0.00950  31.99381   0.00982
